source,clip,video,seconds,system,condition,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,atten20_frac,mean_atten_db,gate_mean,burst_frac,limiter_frac
mad_communication,mad:training/051_6,training/051,3.0186,raw,mono,3.4994,2.8194,2.5320,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/064_0,udyVmJuyC74,4.0154,gtcrn_pretrained,mono,2.6251,3.3375,2.1520,0.3050,13.4811,nan,nan,nan
mad_communication,mad:training/064_0,udyVmJuyC74,4.0154,r7,ref_dup,2.6192,3.7982,2.0326,1.0000,39.9122,0.8492,0.0754,0.0000
mad_communication,mad:training/064_0,udyVmJuyC74,4.0154,r7,ref_zero,2.5238,3.3139,2.0975,0.2950,10.9633,0.0000,0.0000,0.0000
mad_communication,mad:training/064_0,udyVmJuyC74,4.0154,raw,mono,2.7351,1.9326,1.8319,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/066_4,CKNWEEq0PQI,5.0154,gtcrn_pretrained,mono,1.9431,3.9630,1.7579,0.6480,26.5336,nan,nan,nan
mad_communication,mad:training/066_4,CKNWEEq0PQI,5.0154,r7,ref_dup,2.6508,3.4788,1.9980,1.0000,39.8486,1.0000,0.0000,0.0000
mad_communication,mad:training/066_4,CKNWEEq0PQI,5.0154,r7,ref_zero,2.2942,3.5835,2.0277,0.4840,18.0756,0.0000,0.0000,0.0000
mad_communication,mad:training/066_4,CKNWEEq0PQI,5.0154,raw,mono,1.6517,1.3050,1.2594,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/067_11,Tj3FmeYH-Oo,8.0341,gtcrn_pretrained,mono,3.0601,2.8810,2.3422,0.1267,8.4294,nan,nan,nan
mad_communication,mad:training/067_11,Tj3FmeYH-Oo,8.0341,r7,ref_dup,2.3556,3.7321,1.9472,1.0000,43.0573,0.7601,0.1250,0.0000
mad_communication,mad:training/067_11,Tj3FmeYH-Oo,8.0341,r7,ref_zero,2.9871,2.4917,2.0200,0.0055,2.8424,0.0645,0.0000,0.0000
mad_communication,mad:training/067_11,Tj3FmeYH-Oo,8.0341,raw,mono,3.1688,1.9825,1.9413,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/068_21,BlHYY--FsFo,5.0387,gtcrn_pretrained,mono,1.8628,3.5054,1.6300,0.4603,19.0773,nan,nan,nan
mad_communication,mad:training/068_21,BlHYY--FsFo,5.0387,r7,ref_dup,2.7440,3.8908,2.1954,1.0000,40.0998,0.8165,0.1487,0.1108
mad_communication,mad:training/068_21,BlHYY--FsFo,5.0387,r7,ref_zero,2.0458,3.0026,1.6558,0.0711,6.6098,0.0000,0.0000,0.0000
mad_communication,mad:training/068_21,BlHYY--FsFo,5.0387,raw,mono,1.4555,1.3673,1.2982,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/070_0,1HGMJwHuGPQ,4.0170,gtcrn_pretrained,mono,2.9064,3.7278,2.5802,0.3750,18.6461,nan,nan,nan
mad_communication,mad:training/070_0,1HGMJwHuGPQ,4.0170,r7,ref_dup,2.0850,3.5462,1.6662,1.0000,51.4492,1.0000,0.0000,0.0000
mad_communication,mad:training/070_0,1HGMJwHuGPQ,4.0170,r7,ref_zero,3.1826,2.1013,2.0603,0.0200,6.3155,0.0000,0.0000,0.0000
mad_communication,mad:training/070_0,1HGMJwHuGPQ,4.0170,raw,mono,3.1163,1.6612,1.6857,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/072_2,pjQvk5PrqdA,2.0201,gtcrn_pretrained,mono,2.5362,3.4517,2.0790,0.2178,10.4764,nan,nan,nan
mad_communication,mad:training/072_2,pjQvk5PrqdA,2.0201,r7,ref_dup,2.5325,3.6873,1.9384,1.0000,36.4996,1.0000,0.0000,0.0000
mad_communication,mad:training/072_2,pjQvk5PrqdA,2.0201,r7,ref_zero,2.5074,2.6419,1.8545,0.0000,4.8476,0.0000,0.0000,0.0000
mad_communication,mad:training/072_2,pjQvk5PrqdA,2.0201,raw,mono,1.3157,1.2348,1.1461,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/075_14,UaKBbJcLBi8,5.0387,gtcrn_pretrained,mono,2.1187,3.7547,1.9200,0.5538,22.0521,nan,nan,nan
mad_communication,mad:training/075_14,UaKBbJcLBi8,5.0387,r7,ref_dup,2.4924,3.7254,2.0659,1.0000,43.1036,0.7930,0.1139,0.0000
mad_communication,mad:training/075_14,UaKBbJcLBi8,5.0387,r7,ref_zero,2.3141,3.2841,2.0108,0.1474,9.3550,0.0000,0.0000,0.0000
mad_communication,mad:training/075_14,UaKBbJcLBi8,5.0387,raw,mono,2.1069,1.5646,1.4226,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/076_2,-0-zfSkWqZE,8.0341,gtcrn_pretrained,mono,2.7110,4.0744,2.4389,0.3342,13.0333,nan,nan,nan
mad_communication,mad:training/076_2,-0-zfSkWqZE,8.0341,r7,ref_dup,2.6725,3.9234,2.0863,1.0000,34.6825,0.5785,0.2381,0.0060
mad_communication,mad:training/076_2,-0-zfSkWqZE,8.0341,r7,ref_zero,2.8625,3.4737,2.3072,0.0000,1.7557,0.0000,0.0000,0.0000
mad_communication,mad:training/076_2,-0-zfSkWqZE,8.0341,raw,mono,3.0365,3.3094,2.3667,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/081_7,zFELG_vEEnc,4.0170,gtcrn_pretrained,mono,2.6352,3.5172,2.1145,0.2200,11.6848,nan,nan,nan
mad_communication,mad:training/081_7,zFELG_vEEnc,4.0170,r7,ref_dup,2.6396,3.8735,2.0353,0.9950,36.1789,0.8340,0.0791,0.0000
mad_communication,mad:training/081_7,zFELG_vEEnc,4.0170,r7,ref_zero,2.9749,2.9637,2.2016,0.0000,4.1529,0.0000,0.0000,0.0000
mad_communication,mad:training/081_7,zFELG_vEEnc,4.0170,raw,mono,2.8726,2.5206,2.0238,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/084_6,vc9plIAPNjA,10.0000,gtcrn_pretrained,mono,2.2378,3.3297,1.9346,0.3460,20.0249,nan,nan,nan
mad_communication,mad:training/084_6,vc9plIAPNjA,10.0000,r7,ref_dup,2.5357,3.6504,1.9626,1.0000,45.7230,0.9092,0.0447,0.0000
mad_communication,mad:training/084_6,vc9plIAPNjA,10.0000,r7,ref_zero,2.3208,2.9561,1.9467,0.2900,13.6246,0.0000,0.0000,0.0000
mad_communication,mad:training/084_6,vc9plIAPNjA,10.0000,raw,mono,1.4867,1.2290,1.1880,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/087_3,9UbXVOLs1EI,3.0000,gtcrn_pretrained,mono,2.1940,3.6497,1.9903,0.3067,16.5566,nan,nan,nan
mad_communication,mad:training/087_3,9UbXVOLs1EI,3.0000,r7,ref_dup,2.6455,3.6303,2.0308,1.0000,44.0520,1.0000,0.0000,0.0000
mad_communication,mad:training/087_3,9UbXVOLs1EI,3.0000,r7,ref_zero,2.2874,3.2880,1.9962,0.2933,14.1113,0.0000,0.0000,0.0000
mad_communication,mad:training/087_3,9UbXVOLs1EI,3.0000,raw,mono,1.2220,1.1518,1.1270,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/088_7,FsDPxAQdd30,6.0000,gtcrn_pretrained,mono,3.1606,4.0946,2.8818,0.2393,10.1902,nan,nan,nan
mad_communication,mad:training/088_7,FsDPxAQdd30,6.0000,r7,ref_dup,2.8239,3.9665,2.2649,1.0000,37.2911,0.6957,0.1702,0.0027
mad_communication,mad:training/088_7,FsDPxAQdd30,6.0000,r7,ref_zero,2.9122,3.4661,2.3912,0.0250,5.1235,0.0226,0.0000,0.0000
mad_communication,mad:training/088_7,FsDPxAQdd30,6.0000,raw,mono,3.2111,3.0078,2.4486,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/089_4,training/089,5.0154,gtcrn_pretrained,mono,2.3745,3.4122,2.0739,0.3918,18.0593,nan,nan,nan
mad_communication,mad:training/089_4,training/089,5.0154,r7,ref_dup,2.1799,3.3971,1.7164,1.0000,43.7238,0.6312,0.2095,0.0000
mad_communication,mad:training/089_4,training/089,5.0154,r7,ref_zero,2.6193,2.7081,2.0029,0.2041,9.2368,0.0000,0.0000,0.0000
mad_communication,mad:training/089_4,training/089,5.0154,raw,mono,2.6145,1.5104,1.6343,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/090_1,lu_jvDyJMYE,10.0000,gtcrn_pretrained,mono,3.0879,2.3275,2.0290,0.0500,8.3042,nan,nan,nan
mad_communication,mad:training/090_1,lu_jvDyJMYE,10.0000,r7,ref_dup,2.4319,3.1023,1.7337,1.0000,49.7331,0.9681,0.0144,0.0000
mad_communication,mad:training/090_1,lu_jvDyJMYE,10.0000,r7,ref_zero,3.0671,2.0621,1.8945,0.0140,4.6030,0.0000,0.0000,0.0000
mad_communication,mad:training/090_1,lu_jvDyJMYE,10.0000,raw,mono,1.3878,1.2400,1.1052,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/091_7,O5B1ibSi96I,3.0000,gtcrn_pretrained,mono,3.3841,4.1149,3.0807,0.6067,22.5358,nan,nan,nan
mad_communication,mad:training/091_7,O5B1ibSi96I,3.0000,r7,ref_dup,2.5768,3.8086,2.0701,1.0000,36.3671,1.0000,0.0000,0.0000
mad_communication,mad:training/091_7,O5B1ibSi96I,3.0000,r7,ref_zero,3.1426,3.8103,2.7274,0.3400,12.4396,0.0000,0.0000,0.0000
mad_communication,mad:training/091_7,O5B1ibSi96I,3.0000,raw,mono,3.5134,3.1212,2.6536,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/092_5,rTn5UezOC0A,7.0000,gtcrn_pretrained,mono,2.0105,3.5641,1.8024,0.4384,19.7478,nan,nan,nan
mad_communication,mad:training/092_5,rTn5UezOC0A,7.0000,r7,ref_dup,2.3728,3.2269,1.7766,1.0000,44.1416,0.8781,0.0661,0.0000
mad_communication,mad:training/092_5,rTn5UezOC0A,7.0000,r7,ref_zero,1.8772,2.9433,1.5721,0.2521,11.6565,0.0000,0.0000,0.0000
mad_communication,mad:training/092_5,rTn5UezOC0A,7.0000,raw,mono,1.1830,1.1209,1.1089,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/095_22,c3BzJ-O_1V4,3.0000,gtcrn_pretrained,mono,2.5828,3.9964,2.3376,0.3033,12.5963,nan,nan,nan
mad_communication,mad:training/095_22,c3BzJ-O_1V4,3.0000,r7,ref_dup,2.5738,3.6132,2.0013,1.0000,37.9741,0.7606,0.1323,0.0000
mad_communication,mad:training/095_22,c3BzJ-O_1V4,3.0000,r7,ref_zero,2.5354,3.2536,2.0442,0.1557,7.9446,0.0000,0.0000,0.0000
mad_communication,mad:training/095_22,c3BzJ-O_1V4,3.0000,raw,mono,1.6119,1.3156,1.2198,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/097_3,training/097,6.0000,gtcrn_pretrained,mono,2.8358,3.9469,2.4963,0.3624,14.6010,nan,nan,nan
mad_communication,mad:training/097_3,training/097,6.0000,r7,ref_dup,2.7120,3.9657,2.1175,1.0000,38.5747,0.6574,0.1809,0.0000
mad_communication,mad:training/097_3,training/097,6.0000,r7,ref_zero,2.7143,3.5688,2.2973,0.1980,9.6826,0.0000,0.0000,0.0000
mad_communication,mad:training/097_3,training/097,6.0000,raw,mono,2.9038,2.5597,2.1364,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/098_25,-aVNTPTeU1A,5.0387,gtcrn_pretrained,mono,1.8659,3.0361,1.5847,0.3147,16.6094,nan,nan,nan
mad_communication,mad:training/098_25,-aVNTPTeU1A,5.0387,r7,ref_dup,2.4329,3.3622,1.8777,1.0000,44.8991,0.9367,0.0285,0.0000
mad_communication,mad:training/098_25,-aVNTPTeU1A,5.0387,r7,ref_zero,2.3941,2.7796,1.8702,0.1753,9.9719,0.0000,0.0000,0.0000
mad_communication,mad:training/098_25,-aVNTPTeU1A,5.0387,raw,mono,1.1852,1.1181,1.0919,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/105_7,x2ay87_wA5Q,2.0371,gtcrn_pretrained,mono,1.8269,3.2364,1.5474,0.5800,23.4903,nan,nan,nan
mad_communication,mad:training/105_7,x2ay87_wA5Q,2.0371,r7,ref_dup,2.3883,3.6479,1.9034,1.0000,44.4177,0.5730,0.2558,0.0000
mad_communication,mad:training/105_7,x2ay87_wA5Q,2.0371,r7,ref_zero,2.3785,2.4248,1.6592,0.0900,5.3862,0.0000,0.0000,0.0000
mad_communication,mad:training/105_7,x2ay87_wA5Q,2.0371,raw,mono,1.2628,1.1584,1.1231,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/106_1,OAXdcTuqZGA,8.0325,gtcrn_pretrained,mono,1.8706,3.3374,1.6489,0.3416,17.3223,nan,nan,nan
mad_communication,mad:training/106_1,OAXdcTuqZGA,8.0325,r7,ref_dup,2.5974,3.4076,1.9561,1.0000,43.0939,0.9355,0.0317,0.0020
mad_communication,mad:training/106_1,OAXdcTuqZGA,8.0325,r7,ref_zero,2.2711,2.9174,1.7588,0.1122,6.5250,0.0000,0.0000,0.0000
mad_communication,mad:training/106_1,OAXdcTuqZGA,8.0325,raw,mono,1.1641,1.1376,1.0905,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/107_6,ZyjpYEWmtPg,7.0000,gtcrn_pretrained,mono,2.9219,3.6957,2.5472,0.2848,11.6931,nan,nan,nan
mad_communication,mad:training/107_6,ZyjpYEWmtPg,7.0000,r7,ref_dup,2.5819,3.8388,2.0597,1.0000,41.4916,0.7090,0.1549,0.0046
mad_communication,mad:training/107_6,ZyjpYEWmtPg,7.0000,r7,ref_zero,2.8907,3.1301,2.2900,0.0615,4.3989,0.0000,0.0000,0.0000
mad_communication,mad:training/107_6,ZyjpYEWmtPg,7.0000,raw,mono,3.5088,2.6842,2.5602,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/108_25,ysAPJQ1aTSM,5.0154,gtcrn_pretrained,mono,2.0966,3.6478,1.8583,0.4880,23.8069,nan,nan,nan
mad_communication,mad:training/108_25,ysAPJQ1aTSM,5.0154,r7,ref_dup,2.5161,3.7810,1.9857,1.0000,45.6846,0.9698,0.0127,0.0000
mad_communication,mad:training/108_25,ysAPJQ1aTSM,5.0154,r7,ref_zero,2.0116,2.6776,1.5910,0.2240,11.7734,0.0000,0.0000,0.0000
mad_communication,mad:training/108_25,ysAPJQ1aTSM,5.0154,raw,mono,1.2393,1.2023,1.1392,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/109_22,Oc8KB1R_iyI,7.0356,gtcrn_pretrained,mono,3.3514,3.8411,2.9559,0.1203,6.7756,nan,nan,nan
mad_communication,mad:training/109_22,Oc8KB1R_iyI,7.0356,r7,ref_dup,2.3744,3.7005,1.8953,1.0000,37.9020,0.7646,0.1315,0.0136
mad_communication,mad:training/109_22,Oc8KB1R_iyI,7.0356,r7,ref_zero,3.2631,3.5192,2.7540,0.1037,6.6631,0.0000,0.0000,0.0000
mad_communication,mad:training/109_22,Oc8KB1R_iyI,7.0356,raw,mono,3.6349,3.0420,2.8049,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/111_7,9QgwDCXiLOw,3.0186,gtcrn_pretrained,mono,2.2794,3.3262,1.9294,0.3667,18.3823,nan,nan,nan
mad_communication,mad:training/111_7,9QgwDCXiLOw,3.0186,r7,ref_dup,2.4489,3.5194,1.9197,1.0000,44.7361,0.9395,0.0316,0.0000
mad_communication,mad:training/111_7,9QgwDCXiLOw,3.0186,r7,ref_zero,2.3960,2.8163,1.8680,0.2267,10.6068,0.0000,0.0000,0.0000
mad_communication,mad:training/111_7,9QgwDCXiLOw,3.0186,raw,mono,1.1913,1.1514,1.0712,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/112_8,94CPYhhKelU,3.0154,gtcrn_pretrained,mono,2.5403,3.9023,2.3196,0.0222,3.0155,nan,nan,nan
mad_communication,mad:training/112_8,94CPYhhKelU,3.0154,r7,ref_dup,2.4628,3.7688,1.9363,1.0000,42.8928,0.6373,0.2000,0.0053
mad_communication,mad:training/112_8,94CPYhhKelU,3.0154,r7,ref_zero,2.3090,3.5594,1.9925,0.0111,2.5984,0.0000,0.0000,0.0000
mad_communication,mad:training/112_8,94CPYhhKelU,3.0154,raw,mono,2.7116,2.6026,1.9694,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/113_9,7LwLpTpJ9Do,7.0356,gtcrn_pretrained,mono,2.9948,3.9249,2.6728,0.0887,5.3459,nan,nan,nan
mad_communication,mad:training/113_9,7LwLpTpJ9Do,7.0356,r7,ref_dup,2.5669,3.8392,1.9734,1.0000,38.0324,0.6039,0.2245,0.0023
mad_communication,mad:training/113_9,7LwLpTpJ9Do,7.0356,r7,ref_zero,2.9544,3.0994,2.3163,0.0031,2.5062,0.0000,0.0000,0.0000
mad_communication,mad:training/113_9,7LwLpTpJ9Do,7.0356,raw,mono,3.2650,2.7502,2.3347,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/114_21,QKN09nf6BC8,10.0000,gtcrn_pretrained,mono,2.8383,3.9879,2.5794,0.0260,1.6776,nan,nan,nan
mad_communication,mad:training/114_21,QKN09nf6BC8,10.0000,r7,ref_dup,2.1530,3.8470,1.7807,1.0000,44.1804,0.6715,0.1837,0.0016
mad_communication,mad:training/114_21,QKN09nf6BC8,10.0000,r7,ref_zero,2.7251,3.4536,2.2551,0.0032,1.0892,0.0013,0.0000,0.0000
mad_communication,mad:training/114_21,QKN09nf6BC8,10.0000,raw,mono,3.0040,3.3534,2.4552,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/117_16,training/117,5.0309,gtcrn_pretrained,mono,2.2136,3.7042,1.9907,0.4821,25.1396,nan,nan,nan
mad_communication,mad:training/117_16,training/117,5.0309,r7,ref_dup,2.6184,3.9071,2.0173,1.0000,45.8921,0.6316,0.1899,0.0000
mad_communication,mad:training/117_16,training/117,5.0309,r7,ref_zero,1.7697,3.0649,1.4883,0.2390,13.4211,0.0000,0.0000,0.0000
mad_communication,mad:training/117_16,training/117,5.0309,raw,mono,1.2681,1.2102,1.1321,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/119_10,FPia9omI1g4,5.0154,gtcrn_pretrained,mono,3.1400,3.8120,2.7866,0.1165,8.1368,nan,nan,nan
mad_communication,mad:training/119_10,FPia9omI1g4,5.0154,r7,ref_dup,2.4430,3.6236,1.9564,1.0000,42.9363,0.7421,0.1460,0.0000
mad_communication,mad:training/119_10,FPia9omI1g4,5.0154,r7,ref_zero,3.3807,2.4907,2.3604,0.1165,6.6142,0.0000,0.0000,0.0000
mad_communication,mad:training/119_10,FPia9omI1g4,5.0154,raw,mono,3.5505,2.3049,2.3301,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/120_44,xZHWTBftoB4,3.0371,gtcrn_pretrained,mono,2.8463,3.3546,2.3957,0.1493,7.4409,nan,nan,nan
mad_communication,mad:training/120_44,xZHWTBftoB4,3.0371,r7,ref_dup,2.3778,3.7285,1.9267,1.0000,44.1545,0.6898,0.1780,0.0000
mad_communication,mad:training/120_44,xZHWTBftoB4,3.0371,r7,ref_zero,2.8621,3.2495,2.3500,0.0373,4.0956,0.0000,0.0000,0.0000
mad_communication,mad:training/120_44,xZHWTBftoB4,3.0371,raw,mono,3.4650,2.4316,2.4809,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/122_16,x_tFZcYmIeE,3.0417,gtcrn_pretrained,mono,3.1119,3.5772,2.6104,0.1060,6.6064,nan,nan,nan
mad_communication,mad:training/122_16,x_tFZcYmIeE,3.0417,r7,ref_dup,2.5440,3.7960,2.0429,1.0000,37.8458,0.8359,0.0781,0.0000
mad_communication,mad:training/122_16,x_tFZcYmIeE,3.0417,r7,ref_zero,3.1704,3.2736,2.5276,0.0265,3.5098,0.0000,0.0000,0.0000
mad_communication,mad:training/122_16,x_tFZcYmIeE,3.0417,raw,mono,3.4382,3.0610,2.6261,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/123_17,qcTmkKP_ku0,9.0217,gtcrn_pretrained,mono,2.8806,3.8037,2.5364,0.5588,24.2684,nan,nan,nan
mad_communication,mad:training/123_17,qcTmkKP_ku0,9.0217,r7,ref_dup,2.5255,3.8363,1.9204,1.0000,45.6168,0.7117,0.1434,0.0000
mad_communication,mad:training/123_17,qcTmkKP_ku0,9.0217,r7,ref_zero,2.7303,3.5380,2.3365,0.4191,17.5359,0.0000,0.0000,0.0000
mad_communication,mad:training/123_17,qcTmkKP_ku0,9.0217,raw,mono,3.4822,2.7053,2.4993,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/124_18,48R1JD44KbQ,3.0186,gtcrn_pretrained,mono,1.9654,3.3949,1.7175,0.4067,19.2656,nan,nan,nan
mad_communication,mad:training/124_18,48R1JD44KbQ,3.0186,r7,ref_dup,2.4866,3.6535,1.9649,1.0000,43.8671,0.8636,0.0737,0.0053
mad_communication,mad:training/124_18,48R1JD44KbQ,3.0186,r7,ref_zero,1.3199,2.4630,1.2134,0.2867,12.2869,0.0000,0.0000,0.0000
mad_communication,mad:training/124_18,48R1JD44KbQ,3.0186,raw,mono,1.2563,1.2310,1.1490,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/125_5,cvHwie5AI34,5.0387,gtcrn_pretrained,mono,2.6889,4.0047,2.3596,0.4462,19.0459,nan,nan,nan
mad_communication,mad:training/125_5,cvHwie5AI34,5.0387,r7,ref_dup,2.5890,3.9206,2.0448,1.0000,38.0751,0.9101,0.0380,0.0000
mad_communication,mad:training/125_5,cvHwie5AI34,5.0387,r7,ref_zero,2.5069,3.6487,2.1027,0.0518,7.5535,0.0000,0.0000,0.0000
mad_communication,mad:training/125_5,cvHwie5AI34,5.0387,raw,mono,2.9700,2.7998,2.2093,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/126_9,w1H9Lz5H0NM,3.0417,gtcrn_pretrained,mono,3.3345,4.1119,3.0745,0.0112,2.3984,nan,nan,nan
mad_communication,mad:training/126_9,w1H9Lz5H0NM,3.0417,r7,ref_dup,2.1966,3.6771,1.7767,1.0000,45.8297,0.5747,0.2552,0.0104
mad_communication,mad:training/126_9,w1H9Lz5H0NM,3.0417,r7,ref_zero,3.1827,3.9452,2.8727,0.0225,1.3448,0.0000,0.0000,0.0000
mad_communication,mad:training/126_9,w1H9Lz5H0NM,3.0417,raw,mono,3.4779,3.4415,2.9239,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/128_56,6wqlS_1E6zA,4.0000,gtcrn_pretrained,mono,2.9219,3.9625,2.5456,0.2251,10.3097,nan,nan,nan
mad_communication,mad:training/128_56,6wqlS_1E6zA,4.0000,r7,ref_dup,2.6322,3.8524,2.0787,1.0000,35.8417,0.6218,0.1952,0.0000
mad_communication,mad:training/128_56,6wqlS_1E6zA,4.0000,r7,ref_zero,3.0330,3.3371,2.4046,0.0000,2.3636,0.0000,0.0000,0.0000
mad_communication,mad:training/128_56,6wqlS_1E6zA,4.0000,raw,mono,2.8396,2.4783,2.1068,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/129_20,KNe49xAa1iE,2.0000,gtcrn_pretrained,mono,1.5033,3.6314,1.3535,0.7738,36.2525,nan,nan,nan
mad_communication,mad:training/129_20,KNe49xAa1iE,2.0000,r7,ref_dup,2.5856,3.7757,2.0879,1.0000,43.8909,0.5714,0.2540,0.0714
mad_communication,mad:training/129_20,KNe49xAa1iE,2.0000,r7,ref_zero,2.0086,3.3684,1.6917,0.4762,18.6939,0.0000,0.0000,0.0000
mad_communication,mad:training/129_20,KNe49xAa1iE,2.0000,raw,mono,1.1990,1.1363,1.1044,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/130_0,Ggetv1Cf9T8,3.0000,gtcrn_pretrained,mono,2.6999,3.9067,2.3580,0.3533,16.3210,nan,nan,nan
mad_communication,mad:training/130_0,Ggetv1Cf9T8,3.0000,r7,ref_dup,2.7086,3.8968,2.0975,1.0000,39.9381,0.7690,0.1270,0.0000
mad_communication,mad:training/130_0,Ggetv1Cf9T8,3.0000,r7,ref_zero,2.3835,3.7197,2.0466,0.1533,8.5986,0.0000,0.0000,0.0000
mad_communication,mad:training/130_0,Ggetv1Cf9T8,3.0000,raw,mono,3.2338,3.1953,2.5151,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/132_2,zwPVadlwcLM,8.0341,gtcrn_pretrained,mono,2.4339,3.6521,2.1554,0.4788,23.8494,nan,nan,nan
mad_communication,mad:training/132_2,zwPVadlwcLM,8.0341,r7,ref_dup,2.2893,3.5396,1.8071,1.0000,43.6752,0.9623,0.0159,0.0000
mad_communication,mad:training/132_2,zwPVadlwcLM,8.0341,r7,ref_zero,2.4273,2.7382,1.8615,0.2394,11.0813,0.0000,0.0000,0.0000
mad_communication,mad:training/132_2,zwPVadlwcLM,8.0341,raw,mono,3.1480,1.6997,1.8201,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/134_3,Sv4swYq659A,7.0309,gtcrn_pretrained,mono,1.9866,3.7777,1.8356,0.2991,16.1397,nan,nan,nan
mad_communication,mad:training/134_3,Sv4swYq659A,7.0309,r7,ref_dup,2.4995,3.4335,1.8762,1.0000,43.8168,1.0000,0.0000,0.0000
mad_communication,mad:training/134_3,Sv4swYq659A,7.0309,r7,ref_zero,2.1840,2.9604,1.7451,0.1937,11.4317,0.0000,0.0000,0.0000
mad_communication,mad:training/134_3,Sv4swYq659A,7.0309,raw,mono,2.0398,1.4882,1.4401,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/136_19,hWXbQAt51Rc,4.0154,gtcrn_pretrained,mono,2.7276,3.8842,2.4843,0.3864,14.5807,nan,nan,nan
mad_communication,mad:training/136_19,hWXbQAt51Rc,4.0154,r7,ref_dup,2.3916,3.8651,1.9550,1.0000,40.5931,0.5946,0.2460,0.0397
mad_communication,mad:training/136_19,hWXbQAt51Rc,4.0154,r7,ref_zero,2.6827,3.5677,2.3386,0.1761,8.8339,0.0000,0.0000,0.0000
mad_communication,mad:training/136_19,hWXbQAt51Rc,4.0154,raw,mono,3.2108,2.4895,2.2183,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/137_27,training/137,2.0201,gtcrn_pretrained,mono,2.1028,3.4231,1.7734,0.1584,10.1773,nan,nan,nan
mad_communication,mad:training/137_27,training/137,2.0201,r7,ref_dup,2.6088,3.4868,2.0078,1.0000,37.1069,0.7240,0.1328,0.0000
mad_communication,mad:training/137_27,training/137,2.0201,r7,ref_zero,1.9323,2.7004,1.5478,0.0594,6.3113,0.0000,0.0000,0.0000
mad_communication,mad:training/137_27,training/137,2.0201,raw,mono,1.2151,1.1341,1.1081,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/144_21,nqf17othGbE,3.0186,gtcrn_pretrained,mono,1.8150,3.7580,1.5951,0.7067,27.7827,nan,nan,nan
mad_communication,mad:training/144_21,nqf17othGbE,3.0186,r7,ref_dup,2.8020,3.8951,2.2423,1.0000,40.7896,1.0000,0.0000,0.0000
mad_communication,mad:training/144_21,nqf17othGbE,3.0186,r7,ref_zero,1.9578,3.3267,1.5969,0.5867,21.7401,0.0000,0.0000,0.0000
mad_communication,mad:training/144_21,nqf17othGbE,3.0186,raw,mono,1.1876,1.1624,1.1113,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/145_16,training/145,5.0154,gtcrn_pretrained,mono,2.6776,3.0989,2.0821,0.0840,8.0651,nan,nan,nan
mad_communication,mad:training/145_16,training/145,5.0154,r7,ref_dup,2.6907,3.7855,2.0724,1.0000,39.6625,0.9302,0.0349,0.0000
mad_communication,mad:training/145_16,training/145,5.0154,r7,ref_zero,2.5638,2.9233,1.9671,0.0440,6.0252,0.0000,0.0000,0.0000
