id,bucket,variant,snr_out,stoi,pesq_wb
0022,changing_-5,as trained,4.062249660491943,0.8212625042847999,1.2525545358657837
0022,changing_-5,n_hat zeroed,3.6461057662963867,0.8201485548777409,1.2336996793746948
0022,changing_-5,ref zeroed,-2.863255739212036,0.535239456640313,1.1308618783950806
0022,changing_-5,coh zeroed,3.8328030109405518,0.822803347514335,1.2542600631713867
0023,changing_-5,as trained,12.489328384399414,0.9800132161031632,2.9236412048339844
0023,changing_-5,n_hat zeroed,12.428163528442383,0.9802596319541942,2.9251272678375244
0023,changing_-5,ref zeroed,5.402141571044922,0.8849375911252283,1.3539615869522095
0023,changing_-5,coh zeroed,12.317742347717285,0.9795908646374571,2.858673572540283
0024,changing_-5,as trained,15.031414031982422,0.9774391099202315,3.0175673961639404
0024,changing_-5,n_hat zeroed,14.901257514953613,0.9769272334798137,2.9595067501068115
0024,changing_-5,ref zeroed,5.740907192230225,0.9276452701710535,1.3595514297485352
0024,changing_-5,coh zeroed,15.007793426513672,0.9757228006749579,3.017953634262085
0025,changing_-5,as trained,8.158124923706055,0.7809186432956523,1.238924264907837
0025,changing_-5,n_hat zeroed,8.185822486877441,0.7822215285778085,1.2333699464797974
0025,changing_-5,ref zeroed,3.420555353164673,0.6941863789371374,1.0919955968856812
0025,changing_-5,coh zeroed,8.141206741333008,0.7872140662069912,1.3466522693634033
0026,changing_-5,as trained,13.316690444946289,0.8669496618829547,1.8482247591018677
0026,changing_-5,n_hat zeroed,13.271294593811035,0.8650533646068237,1.84553861618042
0026,changing_-5,ref zeroed,-8.27856159210205,0.5327179346090842,1.0731021165847778
0026,changing_-5,coh zeroed,13.238734245300293,0.8653709328842445,1.8258907794952393
0027,changing_-5,as trained,12.55567741394043,0.8815586462044929,1.9804973602294922
0027,changing_-5,n_hat zeroed,12.566551208496094,0.8804847250605938,1.988795280456543
0027,changing_-5,ref zeroed,-11.296815872192383,0.7625306028608633,1.2099202871322632
0027,changing_-5,coh zeroed,12.503539085388184,0.8818548904412694,1.9867727756500244
0028,changing_-5,as trained,8.590768814086914,0.7641558466619881,1.4856247901916504
0028,changing_-5,n_hat zeroed,8.38427448272705,0.7611297431436287,1.4619927406311035
0028,changing_-5,ref zeroed,5.1079511642456055,0.6151028499152006,1.179175615310669
0028,changing_-5,coh zeroed,8.490666389465332,0.7634277288731977,1.4394574165344238
0029,changing_-5,as trained,13.54705810546875,0.8323595547500643,1.801690936088562
0029,changing_-5,n_hat zeroed,13.396551132202148,0.8283048559992163,1.7354717254638672
0029,changing_-5,ref zeroed,3.599503517150879,0.6603610093286334,1.196117639541626
0029,changing_-5,coh zeroed,13.395686149597168,0.8330916542410787,1.8012559413909912
0030,changing_-5,as trained,14.926634788513184,0.9564253050558176,2.558372974395752
0030,changing_-5,n_hat zeroed,14.947080612182617,0.9562368411194628,2.5567574501037598
0030,changing_-5,ref zeroed,10.207978248596191,0.8904520584900555,1.6779091358184814
0030,changing_-5,coh zeroed,14.884604454040527,0.9602029336545849,2.583263397216797
0031,changing_-5,as trained,12.10177230834961,0.9438177679929767,2.759901285171509
