system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text,category,noise_source,impulse_source
raw,0034,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_26131931,10.486749649047852,10.418533325195312,0.9657584406089379,1.9838106632232666,3.282252222154432,3.8534980431557404,2.8716321342995834,nan,,siren,esc50:siren/3-62878-A-42,
raw,0035,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_27749272,13.679119110107422,13.554276466369629,0.9511501925465394,2.123854398727417,3.334718452557998,1.8768478948594625,1.920710720593711,nan,,siren,esc50:siren/3-62878-B-42,
raw,0000,siren_5,changing,5.0,False,False,,,cvhi:common_voice_hi_27761501,2.3345298767089844,2.472156524658203,0.871569541299582,1.205909252166748,3.181374200925323,2.638168004984306,2.2078328316300695,nan,,siren,esc50:siren/3-62878-B-42,
raw,0001,siren_5,changing,5.0,False,False,,,cvhi:common_voice_hi_24225938,1.7595856189727783,1.362377643585205,0.9651365212157025,1.6470553874969482,3.2521819788961803,2.104203335916627,2.0673209223403326,nan,,siren,esc50:siren/3-62878-B-42,
raw,0002,siren_5,changing,5.0,True,False,,,cvhi:common_voice_hi_24758356,0.123914934694767,-0.2920212149620056,0.9294481091813821,1.3091541528701782,3.5058045736294186,2.5576419978394553,2.4402828366886986,nan,,siren,esc50:siren/3-62878-A-42,
raw,0003,siren_5,changing,5.0,False,False,,,cvhi:common_voice_hi_27592128,1.2563257217407227,1.3063310384750366,0.8784252508875968,1.5703920125961304,3.2231010343200377,2.309328248562025,2.101150256307197,nan,,siren,esc50:siren/3-62878-B-42,
raw,0004,siren_5,changing,5.0,False,False,,,cvhi:common_voice_hi_23796049,0.5878241658210754,1.1198430061340332,0.8376036191998603,1.2185429334640503,3.217411280181582,1.9281804070274948,2.0024733234037915,nan,,siren,esc50:siren/3-62878-A-42,
raw,0005,siren_5,changing,5.0,False,False,,,ls:2007-132570-0029,3.751560688018799,3.600774049758911,0.9303758879760206,1.4336137771606445,1.2073838393136125,1.1255525264964497,1.0926935699780973,nan,,siren,esc50:siren/3-62878-A-42,
raw,0006,siren_5,changing,5.0,False,False,,,cvhi:common_voice_hi_27860376,3.085672378540039,3.376006841659546,0.855497570912588,1.298903465270996,2.920896750835029,1.8083621884252692,1.8542434121950675,nan,,siren,esc50:siren/3-62878-A-42,
raw,0007,siren_5,changing,5.0,False,False,,,ls:1926-143879-0009,3.5243592262268066,3.8649141788482666,0.9198036556673413,1.8269321918487549,3.3337553053284594,1.8000406956873272,1.9389957288734812,nan,,siren,esc50:siren/3-62878-B-42,
raw,0008,siren_5,changing,5.0,False,False,,,cvhi:common_voice_hi_26152093,-4.0340681076049805,-3.512377977371216,0.8166587360672202,1.3741881847381592,1.512262642040521,1.3663822764519997,1.2483795113411038,nan,,siren,esc50:siren/3-62878-A-42,
raw,0009,siren_5,changing,5.0,False,False,,,cvhi:common_voice_hi_27749305,2.364655017852783,2.6927707195281982,0.8783620667534432,1.278799295425415,3.3249203210068226,2.4375397977662105,2.2257718451436066,nan,,siren,esc50:siren/3-62878-B-42,
raw,0010,siren_5,changing,5.0,False,False,,,cvhi:common_voice_hi_27444072,1.6720435619354248,1.359058141708374,0.9202879898941284,1.6448345184326172,3.2759059169069187,2.077217324395582,2.007557880968653,nan,,siren,esc50:siren/3-62878-B-42,
